udise,school_name,block,cluster,grade,student_pseudo_id,subject,pct_correct
21150606854,"Govt. Primary School, Dadarsahi",Kishore Nagar,KISHOREGANJ,Grade 5,9,Odia,86.7
21150901801,GOVT GIRLS HIGH SCHOOL ANGUL,Anugola,Amalapada ps,Grade 8,53,SST,85.0
21150118102,POKATUNGA NODAL HS,Anugola,Pokatunga,Grade 8,16,Science,55.0
21150520001,"Govt.PS,Denali",Kaniha,HATIADANDA,Grade 5,4,EVS,73.3
21150523302,"Govt.UPS, Podagarh",Kaniha,SUSUBA,Grade 8,2,English,80.0
21150618701,"Govt. Upper Primary School, Gobindapur",Kishore Nagar,KISHOREGANJ,Grade 8,9,Odia,55.0
21150222101,GOVT.PS KAMALPUR,Athamalik,KUTESWAR UPS,Grade 5,4,Odia,80.0
21150303702,BUDHAPANK HIGH SCHOOL,Banarpal,GOTAMARA,Grade 8,19,Science,50.0
21150304401,Kusuna ps,Banarpal,Fulapada ups,Grade 5,3,EVS,86.7
21150622601,"GOVT,UPS NIMITIRI",Kishore Nagar,Govt UPS Sanjamura,Grade 5,8,Odia,100.0
21150701002,"BAHADAPASI GOVT. UPS, BADASADA",Palalahada,Bahadapasi,Grade 5,22,English,73.3
21150208301,Govt U.P.S Kandhapada,Athamalik,KANDHAPADA NUPS,Grade 5,6,English,73.3
21150718201,Mahatab HS,Palalahada,Town Girls' UPS,Grade 8,41,SST,35.0
21150304702,Santarapur npups,Banarpal,Fulapada ups,Grade 5,14,Odia,86.7
21150613401,"ASHRAM SCHOOL,KUSUNI",Kishore Nagar,Kadalimunda ups,Grade 8,3,SST,75.0
21150509601,KANAKESWARI GOVT HS SARADHAPUR,Kaniha,Saradhapur,Grade 8,12,Maths,85.0
21150100402,Govt UGHS Antulia,Anugola,Antulia,Grade 8,26,English,40.0
21150708802,Govt. ps Muktapur,Palalahada,HK Mahatab ups Iswaranagar,Grade 5,8,Maths,60.0
21150513301,"GOVT UP SCHOOL, SIBARAMPUR",Kaniha,DUMUDUMA,Grade 5,10,English,86.7
21150516502,"PM SHRI PABITRA MOHAN GOVT. HIGHER SECONDARY SCHOOL, KANIHA",Kaniha,Govt PS kaniha,Grade 8,52,English,40.0
21150305801,GOVT UPS BISWANATHPUR,Banarpal,GOTAMARA,Grade 5,13,EVS,80.0
21150104901,Surah project u p school,Anugola,PNHS Kumurisingha,Grade 8,12,Science,60.0
21150506501,Govt.ups Kandasara,Kaniha,GADASILA UPS Kaniha,Grade 8,14,Maths,75.0
21150230502,TAPADHOL UPS,Athamalik,TAPADHOL,Grade 5,22,English,60.0
21150120201,GOVT U.G.H.S SANKHAPUR,Anugola,BANTALA,Grade 5,7,Maths,86.7
21150401204,"Govt. Upper Primary School, Rathasahi",Chhendipada,Balipatta,Grade 8,17,SST,55.0
21150500101,"ARKIL HIGH SCHOOL,ARKIL",Kaniha,GOVT UPS ARKIL,Grade 8,8,SST,55.0
21150610801,Badibahal SS,Kishore Nagar,Khandabar PS,Grade 5,8,Maths,33.3
21150217301,Govt. UPS Manapur,Athamalik,GOVT. NUPS MADHAPUR,Grade 8,6,SST,15.0
21150413101,"Govt. Upper Primary School, Kaliakata",Chhendipada,Kankarei UPS,Grade 5,16,Odia,53.3
21150507901,GOVT.PS KASIA,Kaniha,Govt UPS Pabitranagar,Grade 5,6,English,80.0
21150122501,KALAPAT HS,Anugola,GADATARAS,Grade 5,14,English,60.0
21150517904,NANDAKISHORE HS SEEPUR,Kaniha,GOVT UPS ARKIL,Grade 8,32,English,60.0
21150518901,"Govt.UPS,Khindo",Kaniha,HATIADANDA,Grade 8,3,Odia,70.0
21150709602,GOVT UPS JHARBEDA,Palalahada,GOVT UPS JHARBEDA,Grade 8,8,English,25.0
21150702901,GOVT PS KELOPASI,Palalahada,GOVT.UGHS SEEGARH,Grade 5,6,English,20.0
21150901101,COLLEGEPADA UPS,Anugola,Collegepada,Grade 8,26,Science,40.0
21151001201,PM SHRI MAHENDRA HS ATHMALLIK,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Grade 8,40,Maths,35.0
21150106101,GOVT U P SCHOOL BADAHINSO,Anugola,Pokatunga,Grade 5,7,Maths,26.7
21150726601,NAIKANIPALI A.S,Palalahada,GOVT.UGHS SEEGARH,Grade 8,43,SST,85.0
21150519601,GOVT.UPS GOUNIGHASA,Kaniha,Govt UPS Pabitranagar,Grade 5,11,Odia,6.7
21150118501,CHHOTKEI AS,Anugola,Purunakote PS,Grade 8,21,English,40.0
21150418303,"Govt. Upper Primary School, Tangiri",Chhendipada,Patakumunda NHS,Grade 8,15,Science,55.0
21150701401,"Govt .PS, DWITIKRUSHNAPUR",Palalahada,Bahadapasi,Grade 5,4,Odia,46.7
21150410303,"Govt. High School, Kosala",Chhendipada,KOSALA PS,Grade 8,87,English,25.0
21150901101,COLLEGEPADA UPS,Anugola,Collegepada,Grade 5,9,Odia,86.7
21150303201,CHAURIDIHA PS,Banarpal,NUAHATA CLUSTER,Grade 5,6,English,66.7
21150807601,Gopalprasad NHS,Talachera,Gopalprasad NHS,Grade 8,10,English,40.0
21150408403,"Govt. Upper Primary School, Kankarai",Chhendipada,Kankarei UPS,Grade 8,17,Maths,60.0
21150417405,"Govt. High School, Sapoinali",Chhendipada,Basantapur NUPS,Grade 5,2,EVS,93.3
21150613701,"GOVT.U.P.SCHOOL, TAPURSINGA",Kishore Nagar,Kadalimunda ups,Grade 5,6,Odia,100.0
21150305001,BHAGABATPUR PS,Banarpal,Garhsantri Gov't UPS,Grade 5,5,EVS,73.3
21150123751,NKHS TIKARPADA,Anugola,Purunakote PS,Grade 8,5,Science,65.0
21150718201,Mahatab HS,Palalahada,Town Girls' UPS,Grade 8,48,Odia,30.0
21150520203,"Project High School, Rengali Dam Site",Kaniha,HATIADANDA,Grade 8,9,Odia,60.0
21150705201,Govt ups Tiribi,Palalahada,Sahargurujanga,Grade 8,13,Odia,70.0
21150117601,Nandapur PS,Anugola,Purunagarh,Grade 5,19,Maths,33.3
21150305801,GOVT UPS BISWANATHPUR,Banarpal,GOTAMARA,Grade 5,12,English,80.0
21150709101,Govt. UPS Tampar,Palalahada,HK Mahatab ups Iswaranagar,Grade 5,1,Maths,86.7
21150507701,GOVT.UPS BULAJHAR,Kaniha,Govt UPS Pabitranagar,Grade 8,3,Science,70.0
21150704402,GOVT UPS BATISUAN,Palalahada,BATISUAN,Grade 8,23,English,65.0
21150101503,JAMUGADIA PUPS,Anugola,Badakantakul,Grade 5,8,EVS,73.3
21150200102,GOVT.NUPS AIDA,Athamalik,KUTESWAR UPS,Grade 5,18,Maths,33.3
21150716551,SIBIDA PVTG GIRLS HS,Palalahada,Govt. UPS SIBIDA,Grade 5,29,EVS,60.0
21150117101,KARATAPATA PS,Anugola,Purunagarh,Grade 5,5,Maths,86.7
21150403803,"Govt. Upper Primary School, Jambusahi",Chhendipada,GOVT UPS BRAHMANBIL,Grade 5,2,Odia,86.7
21150304102,Fulapada ups,Banarpal,Fulapada ups,Grade 8,42,Maths,45.0
21150229651,GPHS SAPAGHARA,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Grade 8,27,Odia,50.0
21150715104,GOVT.UPS MUNDURIBEDA,Palalahada,Govt.UPS Munduribeda,Grade 8,5,SST,75.0
21150111207,Nuasahi UP school,Anugola,Jhatakipasi,Grade 5,4,Odia,53.3
21150315301,SSBM&NM HS,Banarpal,Fakir Charan UP School Tubey Cluster,Grade 8,7,English,60.0
21150300102,BADAKERJANG PS,Banarpal,JAMUNDA UPS,Grade 5,22,English,66.7
21150708571,Nabajyati UPS Kerejanga,Palalahada,HK Mahatab ups Iswaranagar,Grade 8,4,English,25.0
21150701002,"BAHADAPASI GOVT. UPS, BADASADA",Palalahada,Bahadapasi,Grade 5,12,Maths,93.3
21150506101,GOVT UP SCHOOL BURUBAHAL,Kaniha,GOVT UPS HANUMANPUR,Grade 8,1,Maths,75.0
21150704101,GOVT UPS PATTAMUND,Palalahada,Jagannath Govt HS Itee,Grade 5,1,Maths,60.0
21150718001,GOVT. UPPER PRIMARY SCHOOL MUCHURIGADIA,Palalahada,Town Girls' UPS,Grade 5,5,EVS,66.7
21150307306,"Govt.p.s,Talburisahi",Banarpal,Kumanda Jarasingha Cluster,Grade 5,9,Odia,33.3
21150415201,"Govt. Upper Primary School, Paranga",Chhendipada,Govt UPS PARANGA,Grade 8,67,Maths,95.0
21150403171,Radhamadhab HS,Chhendipada,Basantapur NUPS,Grade 8,13,SST,65.0
21150816501,Kumunda HS,Talachera,Gopalprasad NHS,Grade 8,3,Odia,50.0
21150117101,KARATAPATA PS,Anugola,Purunagarh,Grade 5,14,Maths,80.0
21150315302,Dhipasahi PS,Banarpal,Fakir Charan UP School Tubey Cluster,Grade 5,3,Maths,80.0
21150418401,"Govt. Upper Primary School, Handigoda",Chhendipada,Kukurpeta,Grade 5,6,Maths,86.7
21150407401,"Govt. High School, Kampasala",Chhendipada,Govt UGHS Bahalasahi,Grade 5,16,Odia,66.7
21150512501,"GOVT UP SCHOOL, DUMUDUMA",Kaniha,DUMUDUMA,Grade 8,36,Odia,45.0
21150204001,Govt. UPS Ghodagadi,Athamalik,Kiakata PS,Grade 8,8,SST,10.0
21151102101,BAGHUABOL NODAL UPS,Talachera,Baghuabol Nups,Grade 8,10,Science,50.0
21150610302,Govt PS Jairat,Kishore Nagar,Govt UPS Jairat,Grade 5,23,English,80.0
21150726201,KAMPARKALA A.S,Palalahada,GOVT.UGHS SEEGARH,Grade 8,1,SST,60.0
21150402802,"Govt. Upper Primary School, Khamar",Chhendipada,KHAMAR NUPS,Grade 8,56,Odia,60.0
21150112902,Kothabhuin UPS,Anugola,Tainsi Cluster,Grade 8,4,Odia,30.0
21150412804,"Govt. Upper Primary School, Ambapal Natada",Chhendipada,Govt UPS PARANGA,Grade 8,5,English,65.0
21150806403,Chalagarh PS,Talachera,Ghantapada NHS,Grade 5,7,EVS,60.0
21150720302,GOVT. P. S. KANTIAPASHI NUASAHI,Palalahada,GOVT UPS KANTIAPASHI,Grade 5,3,EVS,60.0
21150217701,Govt. UPS Tainsar,Athamalik,GOVT. NUPS MADHAPUR,Grade 8,7,SST,20.0
21150804301,Balanda NUPS,Talachera,Ghantapada NHS,Grade 5,3,Maths,66.7
21150804602,Dera PUPS,Talachera,Ghantapada NHS,Grade 5,4,Odia,60.0
21150902201,ANUL GOVT HIGH SCHOOL,Anugola,Amalapada ps,Grade 8,20,Maths,90.0
21150716551,SIBIDA PVTG GIRLS HS,Palalahada,Govt. UPS SIBIDA,Grade 5,34,Odia,66.7
21150718201,Mahatab HS,Palalahada,Town Girls' UPS,Grade 8,69,Science,60.0
21150501001,GOVT PS LUHAMARA,Kaniha,Badagunduri,Grade 5,9,Odia,60.0
21150231001,GOVT UPS GUNDURI,Athamalik,THAKURGARH PS,Grade 8,18,Science,65.0
21150816502,Kumunda PS,Talachera,Gopalprasad NHS,Grade 5,4,EVS,20.0
21150216501,Govt Ups Pataka,Athamalik,"BINIKEYEE NHS,LUHASINGA",Grade 8,3,Odia,55.0
21150411471,"NABAJYOTI HS, KUSHAKILA",Chhendipada,Balipatta,Grade 8,25,Science,15.0
21150122003,Tainsi Nodal UPS,Anugola,Tainsi Cluster,Grade 8,32,SST,60.0
21150605701,M M GOVT UPS NATADA,Kishore Nagar,GOVT UPS KENDUNALI,Grade 8,24,Science,75.0
21150108801,"GOVT UGHS, GADATARAS",Anugola,GADATARAS,Grade 8,50,Odia,25.0
21150102502,CHAMPATIMUNDA PROJECT UPS,Anugola,BADAKERA UPS,Grade 8,16,SST,70.0
21150415201,"Govt. Upper Primary School, Paranga",Chhendipada,Govt UPS PARANGA,Grade 8,15,SST,85.0
21150405101,"Block Colony Govt. Upper Primary School, Chhendipada",Chhendipada,Chhendipada HS,Grade 5,16,English,33.3
21150303101,BANARPAL SS,Banarpal,NUAHATA CLUSTER,Grade 5,16,EVS,53.3
21150518601,GOVT PPHS BARUAN,Kaniha,GOVT PS SAMAL,Grade 8,33,Odia,70.0
21150902301,GOVT. TOWN UPS,Anugola,Collegepada,Grade 5,46,Maths,66.7
21150901701,PTC NODAL HIGH SCHOOL,Anugola,Amalapada ps,Grade 8,34,Odia,55.0
21150816502,Kumunda PS,Talachera,Gopalprasad NHS,Grade 5,5,EVS,46.7
21150110701,TAKARSINGHA PUPS,Anugola,Jagannathpur,Grade 5,1,EVS,66.7
21150306202,Kumanda Jarasingha Nodal H/S,Banarpal,Kumanda Jarasingha Cluster,Grade 8,67,English,40.0
21150400101,"Govt. High School, Bagdia",Chhendipada,MACHHAKUTA UPS,Grade 8,36,English,65.0
21150212701,KRUTIBASPUR PS,Athamalik,"SASTRIJEE UPS, KRUTIBASPUR",Grade 5,8,EVS,80.0
21150819102,"N K Vidyapitha ,Southbalanda",Talachera,Gobara NHS,Grade 8,39,Science,35.0
21151101303,Jubaraj HS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Grade 8,6,Maths,45.0
21150405104,"Govt. High School, Chhendipada",Chhendipada,Chhendipada HS,Grade 8,9,Odia,70.0
21150726702,GOVT UGHS SEEGARH,Palalahada,GOVT.UGHS SEEGARH,Grade 8,21,Science,20.0
21150103201,GOVT. UGHS BALANGA,Anugola,Jagannathpur,Grade 5,10,Maths,46.7
21150105751,Bantala Girls HS,Anugola,BANTALA,Grade 8,40,English,25.0
21150810701,Teheranpur Nuasahi PUPS,Talachera,Ghantapada NHS,Grade 5,5,English,40.0
21150900802,Hulurisingha UPS,Anugola,Collegepada,Grade 8,62,Science,45.0
21150502201,GOVT UPS BAJRAKOTE,Kaniha,Bajrakote Nodal UPS,Grade 5,33,Odia,73.3
21150108801,"GOVT UGHS, GADATARAS",Anugola,GADATARAS,Grade 8,50,English,20.0
21150708571,Nabajyati UPS Kerejanga,Palalahada,HK Mahatab ups Iswaranagar,Grade 8,56,Odia,60.0
21150225203,GOVT.UPS PEDIPATHAR,Athamalik,PEDI PATHAR,Grade 8,42,Odia,75.0
21150314504,Talmul Tanlasahi PS,Banarpal,MAHIDHARPUR HS,Grade 5,3,Maths,60.0
21150504301,GOVT AS KALIADAMA,Kaniha,GOVT UPS BALIPASI,Grade 8,11,Maths,75.0
21150307602,GOVT PS KUKUDANG,Banarpal,HARIHAR GOVT. HS KUKUDANG,Grade 5,6,EVS,60.0
21150503602,"PANCHAYAT GOVT HS ,BARAPADA",Kaniha,GOVT UPS BALIPASI,Grade 5,3,Odia,93.3
21150308304,CPP MUNDA HUTTING PS,Banarpal,KANDASAR,Grade 5,15,English,73.3
21150401204,"Govt. Upper Primary School, Rathasahi",Chhendipada,Balipatta,Grade 5,7,English,20.0
21150817701,Joragadia Project UPS,Talachera,Kalapat pups,Grade 5,19,EVS,20.0
21151001201,PM SHRI MAHENDRA HS ATHMALLIK,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Grade 8,6,Maths,10.0
21150119601,MUSAPAPULI UPS,Anugola,BADAKERA UPS,Grade 5,16,English,80.0
21150307701,GOVT PS RAJANIPAL,Banarpal,HARIHAR GOVT. HS KUKUDANG,Grade 5,1,Odia,73.3
21150107201,Bedasasan gp Nodal High school,Anugola,BEDASASAN,Grade 8,24,English,65.0
21150705601,GOVT UPS UDAYAPUR,Palalahada,CHASAGURUJANG UPS,Grade 5,11,English,86.7
21150516502,"PM SHRI PABITRA MOHAN GOVT. HIGHER SECONDARY SCHOOL, KANIHA",Kaniha,Govt PS kaniha,Grade 8,2,Odia,35.0
21150313901,"PM SHRI TALMUL HIGH SCHOOL , TALMUL",Banarpal,MAHIDHARPUR HS,Grade 8,6,English,35.0
21150902201,ANUL GOVT HIGH SCHOOL,Anugola,Amalapada ps,Grade 8,3,Maths,85.0
21150506402,Govt ups Gadasila,Kaniha,GADASILA UPS Kaniha,Grade 5,5,English,46.7
21150117601,Nandapur PS,Anugola,Purunagarh,Grade 5,1,EVS,60.0
21150414501,"Govt. High School, OGI",Chhendipada,OGI UGHS,Grade 8,21,Science,55.0
21150229401,RAINALI/HEMAMURA ASS,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Grade 8,8,Maths,70.0
21150413401,"Govt. High School, Nisha",Chhendipada,Kankarei UPS,Grade 5,2,Maths,80.0
21150805601,Jandabahal PS,Talachera,Biharipur PUPS,Grade 5,6,English,73.3
21150705501,GOVT UPS SUSAB,Palalahada,CHASAGURUJANG UPS,Grade 5,6,EVS,46.7
21150507601,GOVT.UGHS BIRU,Kaniha,Govt UPS Pabitranagar,Grade 5,11,English,93.3
21150520202,"Govt.UPS,Rengali",Kaniha,HATIADANDA,Grade 5,8,Odia,93.3
21150606901,"GOVT PS, BOINDA",Kishore Nagar,JGHS BILEINALI,Grade 5,9,Maths,80.0
21150500102,GOVT UPS ARKIL,Kaniha,GOVT UPS ARKIL,Grade 5,20,EVS,53.3
21150523302,"Govt.UPS, Podagarh",Kaniha,SUSUBA,Grade 5,15,Odia,53.3
21150400302,"Govt. High School, Bahalasahi",Chhendipada,Govt UGHS Bahalasahi,Grade 5,1,EVS,80.0
21150714901,GOVT UPS PRIYAMBADAPUR,Palalahada,GOVT PS INJIDI,Grade 8,3,Odia,70.0
21150403171,Radhamadhab HS,Chhendipada,Basantapur NUPS,Grade 8,9,Maths,65.0
21150114002,Pateli PUPS,Anugola,BANTALA,Grade 5,8,English,86.7
21150902201,ANUL GOVT HIGH SCHOOL,Anugola,Amalapada ps,Grade 8,34,English,65.0
21150120301,Govt.ups Balijeranga,Anugola,Saradhapur,Grade 5,12,English,93.3
21150805301,Biharipur PUPS,Talachera,Biharipur PUPS,Grade 8,9,Odia,40.0
21150705201,Govt ups Tiribi,Palalahada,Sahargurujanga,Grade 5,8,Maths,73.3
21150108001,GOVT UGHS Dhokuta,Anugola,BANTALA,Grade 5,31,English,53.3
21150219201,Govt. UPS Nuagaon,Athamalik,GOVT. NUPS MADHAPUR,Grade 8,3,Maths,45.0
21150113901,PNHS KUMURISINGHA,Anugola,PNHS Kumurisingha,Grade 8,45,English,35.0
21150307601,HH GOVT. HS KUKUDANG,Banarpal,HARIHAR GOVT. HS KUKUDANG,Grade 8,10,Odia,75.0
21150501601,GOVT U.G.H.S BARIHAPUR,Kaniha,Govt High school Badatribida,Grade 8,2,Odia,40.0
21150523851,SADANANDA HS TALAPADA,Kaniha,GOVT PS POIPAL,Grade 8,38,English,80.0
21150622902,GOVT.UPS SANJAMURA,Kishore Nagar,Govt UPS Sanjamura,Grade 8,9,SST,85.0
21150308501,ALEKHAPATANA UPS,Banarpal,Sakosingha UPS,Grade 8,1,Odia,70.0
21150513301,"GOVT UP SCHOOL, SIBARAMPUR",Kaniha,DUMUDUMA,Grade 8,4,Odia,75.0
21150415802,"Govt. Upper Primary School, Pipalbahal",Chhendipada,KHAMAR NUPS,Grade 5,7,Maths,66.7
21150108801,"GOVT UGHS, GADATARAS",Anugola,GADATARAS,Grade 8,26,SST,45.0
21150615301,"GOVT. UPS, RAJANPAL",Kishore Nagar,"Govt PS, Kanteikulia",Grade 8,1,Science,70.0
21150100402,Govt UGHS Antulia,Anugola,Antulia,Grade 8,16,English,35.0
21150406701,"Govt. High School, Jereng Dehury Sahi",Chhendipada,Jereng Dehuri Sahi UGHS,Grade 8,14,Maths,50.0
21150217202,Govt.U PS Lunahandi,Athamalik,GOVT. NUPS MADHAPUR,Grade 5,9,Odia,66.7
21150305901,"Govt.p.s,Akurabhal",Banarpal,Kumanda Jarasingha Cluster,Grade 5,16,English,93.3
21150232603,GOVT UPS THAKURGARH,Athamalik,THAKURGARH PS,Grade 8,49,SST,90.0
21150523851,SADANANDA HS TALAPADA,Kaniha,GOVT PS POIPAL,Grade 8,37,English,90.0
21150500101,"ARKIL HIGH SCHOOL,ARKIL",Kaniha,GOVT UPS ARKIL,Grade 8,13,Science,75.0
21150314504,Talmul Tanlasahi PS,Banarpal,MAHIDHARPUR HS,Grade 5,12,EVS,60.0
21150223903,RADHAMADHAB GOVT. HS,Athamalik,RADHAMADHAB GOVT. HIGH SCHOOL PAIKSAHI,Grade 8,27,English,75.0
21150718001,GOVT. UPPER PRIMARY SCHOOL MUCHURIGADIA,Palalahada,Town Girls' UPS,Grade 5,7,Maths,60.0
21150300102,BADAKERJANG PS,Banarpal,JAMUNDA UPS,Grade 5,6,English,66.7
21150523851,SADANANDA HS TALAPADA,Kaniha,GOVT PS POIPAL,Grade 8,38,Science,100.0
21150116802,Rajanagar PS,Anugola,Purunagarh,Grade 5,1,English,93.3
21150203701,Govt. PS BASUDEVPUR,Athamalik,GOVT UPS BAJAPUR,Grade 5,5,Maths,13.3
21150302101,BHOGABERINI H.s,Banarpal,BALARAMPMRASAD HS,Grade 5,6,English,100.0
21150111501,KHALARI HS,Anugola,KHAMAR PS CLUSTER,Grade 8,44,Odia,80.0
21150519801,GOVT.UPS PABITRANAGAR,Kaniha,Govt UPS Pabitranagar,Grade 8,19,Odia,85.0
21150505301,GOVT UGHS SANSAMARA,Kaniha,GOVT UPS BALIPASI,Grade 8,1,English,75.0
21150704403,GOVT UPS SRIRAMPUR,Palalahada,BATISUAN,Grade 8,5,Odia,75.0
21150405601,"Govt. Upper Primary School, Mamuria",Chhendipada,Chhendipada HS,Grade 8,3,SST,75.0
21150303702,BUDHAPANK HIGH SCHOOL,Banarpal,GOTAMARA,Grade 8,9,SST,35.0
21150201602,Ambasarmunda Ss,Athamalik,Ambasarmunda,Grade 5,9,English,80.0
21150107201,Bedasasan gp Nodal High school,Anugola,BEDASASAN,Grade 8,42,Maths,90.0
21150226601,Govt. UPS. Odasinga,Athamalik,ODASINGA UPS,Grade 8,20,Science,25.0
21150304702,Santarapur npups,Banarpal,Fulapada ups,Grade 8,27,Maths,15.0
21150221801,Govt. UPS. Jadupur,Athamalik,ODASINGA UPS,Grade 5,10,Odia,66.7
21150901201,SOUBHAGYANAGAR PPS,Anugola,Amalapada ps,Grade 5,5,English,86.7
21150116001,GOVT UPS PURUNAGARH,Anugola,Purunagarh,Grade 8,50,Science,75.0
21150500651,DAKESWARI GIRLS HS,Kaniha,Badagunduri,Grade 8,1,Science,75.0
21150507601,GOVT.UGHS BIRU,Kaniha,Govt UPS Pabitranagar,Grade 8,15,English,70.0
21150615601,GOVT UPS BAISINA,Kishore Nagar,Handapa PS,Grade 8,7,Maths,75.0
21150201602,Ambasarmunda Ss,Athamalik,Ambasarmunda,Grade 5,15,English,100.0
21150108101,Gopalpur Project UP school,Anugola,BANTALA,Grade 8,4,English,80.0
21150111901,KHINDA UPS,Anugola,GADATARAS,Grade 8,25,English,15.0
21150816101,Natidi PS,Talachera,BADAJORADA NUPS,Grade 5,4,EVS,66.7
21150606852,"SWAPNESWAR JEW UCHA BIDYAPITHA,Badahulla",Kishore Nagar,KISHOREGANJ,Grade 8,9,SST,95.0
21150902301,GOVT. TOWN UPS,Anugola,Collegepada,Grade 8,20,SST,10.0
21150225203,GOVT.UPS PEDIPATHAR,Athamalik,PEDI PATHAR,Grade 8,41,Science,75.0
21150200102,GOVT.NUPS AIDA,Athamalik,KUTESWAR UPS,Grade 8,15,English,45.0
21150106101,GOVT U P SCHOOL BADAHINSO,Anugola,Pokatunga,Grade 5,11,EVS,26.7
21150200601,GOVT.PS KALAMATI,Athamalik,KUTESWAR UPS,Grade 5,4,EVS,80.0
21150309801,SERENABEDA P.U.P.S.,Banarpal,MAHIDHARPUR HS,Grade 8,24,Science,35.0
21150232603,GOVT UPS THAKURGARH,Athamalik,THAKURGARH PS,Grade 8,77,Maths,50.0
21150308501,ALEKHAPATANA UPS,Banarpal,Sakosingha UPS,Grade 8,21,Science,55.0
21150216101,Binikeyee NHS,Athamalik,"BINIKEYEE NHS,LUHASINGA",Grade 8,17,English,65.0
21150514501,GOVT HS KAKUDIA,Kaniha,DERANG,Grade 5,19,Odia,80.0
21151000501,GOVT UPS BARGAON,Athamalik,MAHENDRA HIGH SCHOOL ATHAMALLIK,Grade 5,14,Odia,66.7
21150506402,Govt ups Gadasila,Kaniha,GADASILA UPS Kaniha,Grade 5,1,Maths,66.7
21150713801,KHEMALA NODAL UPS,Palalahada,Barkotia ups,Grade 8,9,SST,70.0
21150105301,Govt.primary school Sabalabhanga,Anugola,PNHS Kumurisingha,Grade 5,8,English,86.7
21150707901,GOVT UPS TILEIPASHI,Palalahada,GOVT PS INJIDI,Grade 8,2,English,75.0
21150618002,GOVT HS PHULAMBA,Kishore Nagar,MHS NAKCHI,Grade 8,33,SST,60.0
21150700302,GOVT.UPS BURUBURA,Palalahada,Govt.UPS Munduribeda,Grade 8,12,Odia,40.0
21150106851,Basala G.P. High School,Anugola,BEDASASAN,Grade 8,20,Maths,20.0
21150713501,GOVT PS BANAR,Palalahada,Barkotia ups,Grade 5,4,EVS,46.7
21150713401,GOVT UPS BALIPASI,Palalahada,Barkotia ups,Grade 5,11,EVS,33.3
21150902201,ANUL GOVT HIGH SCHOOL,Anugola,Amalapada ps,Grade 8,33,Science,70.0
21150111901,KHINDA UPS,Anugola,GADATARAS,Grade 8,8,Science,60.0
21151100503,P C MODEL UPS,Talachera,Baghuabol Nups,Grade 5,8,Maths,93.3
21150410304,"Govt. Primary School, Kosala",Chhendipada,KOSALA PS,Grade 5,15,Maths,53.3
21150621502,GOVT UPS RANIAKATA,Kishore Nagar,GOVT UPS RANIAKATA,Grade 8,40,SST,50.0
21150801401,Tarun Nodal UPS,Talachera,DEULABEDA COLLIERY MODEL NODAL HIGH SCHOOL,Grade 8,15,English,80.0
21150701501,GOVT PS GOPINATHPUR,Palalahada,Barkotia ups,Grade 5,2,Odia,86.7
21150303702,BUDHAPANK HIGH SCHOOL,Banarpal,GOTAMARA,Grade 8,35,Science,30.0
21150611003,"RADHAKRISHNA HS,JAMUNALI",Kishore Nagar,Khandabar PS,Grade 8,15,Science,75.0
21150208101,Govt. PS Ghodagadi,Athamalik,Kiakata PS,Grade 5,4,Maths,86.7
21150726702,GOVT UGHS SEEGARH,Palalahada,GOVT.UGHS SEEGARH,Grade 8,7,English,40.0
21150307002,Kanjara NUPS,Banarpal,Fakir Charan UP School Tubey Cluster,Grade 8,19,English,35.0
21150417301,Raijharan HS,Chhendipada,Kankarei UPS,Grade 8,16,Science,45.0
21150710501,Govt PS Damodarpur,Palalahada,Sahargurujanga,Grade 5,5,Maths,73.3
21150108801,"GOVT UGHS, GADATARAS",Anugola,GADATARAS,Grade 8,42,Maths,80.0
21150315701,KANKINALI UPS,Banarpal,TULASIPAL CLUSTER,Grade 5,1,Maths,66.7
21150706302,Govt.Upper Primary School Jhimiripali,Palalahada,Town Girls' UPS,Grade 8,2,Maths,60.0
21150406102,"Patitapaban Govt. High School, Jarapada",Chhendipada,DURGAPUR NUPS,Grade 8,6,Odia,65.0
21150402501,"Govt. Upper Primary School, Barasahi",Chhendipada,MACHHAKUTA UPS,Grade 8,8,Science,95.0
21150122201,KANTAMEGHA PS,Anugola,GADATARAS,Grade 5,2,EVS,60.0
21150405701,"Govt. Upper Primary School, Durgapur",Chhendipada,DURGAPUR NUPS,Grade 5,24,English,26.7
21150312901,Brajmohan HS,Banarpal,Brajamohan nups,Grade 8,17,Odia,75.0
21150507601,GOVT.UGHS BIRU,Kaniha,Govt UPS Pabitranagar,Grade 8,8,Science,95.0
21150303703,GOVT UPS BUDHAPANK,Banarpal,GOTAMARA,Grade 5,28,English,73.3
21150411101,"Govt. Primary School, Nuamauza",Chhendipada,Kukurpeta,Grade 5,2,Odia,100.0
21150810101,SRI JAGANNATH NHS,Talachera,Sri Jagannath NHS,Grade 8,13,Odia,60.0
21150216501,Govt Ups Pataka,Athamalik,"BINIKEYEE NHS,LUHASINGA",Grade 8,13,English,65.0
