udise,school_name,block,cluster,setting,grade,subject,score_out_of_10
21150415301,"Govt. Upper Primary School, Ramadiha",Chhendipada,Govt UPS PARANGA,Rural,Grade 5,English,8
21150415301,"Govt. Upper Primary School, Ramadiha",Chhendipada,Govt UPS PARANGA,Rural,Grade 5,Maths,9
21150415301,"Govt. Upper Primary School, Ramadiha",Chhendipada,Govt UPS PARANGA,Rural,Grade 5,Odia,8
21150415301,"Govt. Upper Primary School, Ramadiha",Chhendipada,Govt UPS PARANGA,Rural,Grade 8,English,5
21150415301,"Govt. Upper Primary School, Ramadiha",Chhendipada,Govt UPS PARANGA,Rural,Grade 8,Maths,7
21150415301,"Govt. Upper Primary School, Ramadiha",Chhendipada,Govt UPS PARANGA,Rural,Grade 8,Odia,6
21150415301,"Govt. Upper Primary School, Ramadiha",Chhendipada,Govt UPS PARANGA,Rural,Grade 8,SST,7
21150415301,"Govt. Upper Primary School, Ramadiha",Chhendipada,Govt UPS PARANGA,Rural,Grade 8,Science,7
21150415501,"Govt. Upper Primary School, Khairabereni",Chhendipada,KHAMAR NUPS,Rural,Grade 5,EVS,5
21150415501,"Govt. Upper Primary School, Khairabereni",Chhendipada,KHAMAR NUPS,Rural,Grade 5,English,9
21150415501,"Govt. Upper Primary School, Khairabereni",Chhendipada,KHAMAR NUPS,Rural,Grade 5,Maths,7
21150415501,"Govt. Upper Primary School, Khairabereni",Chhendipada,KHAMAR NUPS,Rural,Grade 5,Odia,6
21150415501,"Govt. Upper Primary School, Khairabereni",Chhendipada,KHAMAR NUPS,Rural,Grade 8,English,6
21150415501,"Govt. Upper Primary School, Khairabereni",Chhendipada,KHAMAR NUPS,Rural,Grade 8,Maths,7
21150415501,"Govt. Upper Primary School, Khairabereni",Chhendipada,KHAMAR NUPS,Rural,Grade 8,Odia,6
21150415501,"Govt. Upper Primary School, Khairabereni",Chhendipada,KHAMAR NUPS,Rural,Grade 8,SST,7
21150415501,"Govt. Upper Primary School, Khairabereni",Chhendipada,KHAMAR NUPS,Rural,Grade 8,Science,5
21150415601,"Govt. Primary School, Chakundamunda",Chhendipada,KHAMAR NUPS,Rural,Grade 5,EVS,9
21150415601,"Govt. Primary School, Chakundamunda",Chhendipada,KHAMAR NUPS,Rural,Grade 5,English,7
21150415601,"Govt. Primary School, Chakundamunda",Chhendipada,KHAMAR NUPS,Rural,Grade 5,Maths,9
21150415601,"Govt. Primary School, Chakundamunda",Chhendipada,KHAMAR NUPS,Rural,Grade 5,Odia,8
21150415602,"Govt. High School, Gadamandal",Chhendipada,KHAMAR NUPS,Rural,Grade 5,EVS,8
21150415602,"Govt. High School, Gadamandal",Chhendipada,KHAMAR NUPS,Rural,Grade 5,English,7
21150415602,"Govt. High School, Gadamandal",Chhendipada,KHAMAR NUPS,Rural,Grade 5,Maths,8
21150415602,"Govt. High School, Gadamandal",Chhendipada,KHAMAR NUPS,Rural,Grade 5,Odia,7
21150415602,"Govt. High School, Gadamandal",Chhendipada,KHAMAR NUPS,Rural,Grade 8,English,7
21150415602,"Govt. High School, Gadamandal",Chhendipada,KHAMAR NUPS,Rural,Grade 8,Maths,8
21150415602,"Govt. High School, Gadamandal",Chhendipada,KHAMAR NUPS,Rural,Grade 8,Odia,6
21150415602,"Govt. High School, Gadamandal",Chhendipada,KHAMAR NUPS,Rural,Grade 8,SST,7
21150415602,"Govt. High School, Gadamandal",Chhendipada,KHAMAR NUPS,Rural,Grade 8,Science,9
21150415604,"Govt. Upper Primary School, Patrapada",Chhendipada,KHAMAR NUPS,Rural,Grade 5,EVS,7
21150415604,"Govt. Upper Primary School, Patrapada",Chhendipada,KHAMAR NUPS,Rural,Grade 5,English,6
21150415604,"Govt. Upper Primary School, Patrapada",Chhendipada,KHAMAR NUPS,Rural,Grade 5,Maths,6
21150415604,"Govt. Upper Primary School, Patrapada",Chhendipada,KHAMAR NUPS,Rural,Grade 5,Odia,8
21150415605,"Govt. Primary School, Talamandali",Chhendipada,KHAMAR NUPS,Rural,Grade 5,EVS,0
21150415605,"Govt. Primary School, Talamandali",Chhendipada,KHAMAR NUPS,Rural,Grade 5,English,6
21150415605,"Govt. Primary School, Talamandali",Chhendipada,KHAMAR NUPS,Rural,Grade 5,Maths,3
21150415605,"Govt. Primary School, Talamandali",Chhendipada,KHAMAR NUPS,Rural,Grade 5,Odia,2
21150415802,"Govt. Upper Primary School, Pipalbahal",Chhendipada,KHAMAR NUPS,Rural,Grade 5,EVS,5
21150415802,"Govt. Upper Primary School, Pipalbahal",Chhendipada,KHAMAR NUPS,Rural,Grade 5,English,9
21150415802,"Govt. Upper Primary School, Pipalbahal",Chhendipada,KHAMAR NUPS,Rural,Grade 5,Maths,7
21150415802,"Govt. Upper Primary School, Pipalbahal",Chhendipada,KHAMAR NUPS,Rural,Grade 5,Odia,6
21150415901,"Govt. Primary School, Raipal",Chhendipada,KHAMAR NUPS,Rural,Grade 5,EVS,6
21150415901,"Govt. Primary School, Raipal",Chhendipada,KHAMAR NUPS,Rural,Grade 5,English,8
21150415901,"Govt. Primary School, Raipal",Chhendipada,KHAMAR NUPS,Rural,Grade 5,Maths,6
21150415901,"Govt. Primary School, Raipal",Chhendipada,KHAMAR NUPS,Rural,Grade 5,Odia,7
21150416001,"Govt. Primary School, Baghuabol",Chhendipada,Patakumunda NHS,Rural,Grade 5,EVS,9
21150416001,"Govt. Primary School, Baghuabol",Chhendipada,Patakumunda NHS,Rural,Grade 5,English,9
21150416001,"Govt. Primary School, Baghuabol",Chhendipada,Patakumunda NHS,Rural,Grade 5,Maths,9
21150416001,"Govt. Primary School, Baghuabol",Chhendipada,Patakumunda NHS,Rural,Grade 5,Odia,9
21150416101,"Govt. Primary School, Bhalukhaidhipa",Chhendipada,Patakumunda NHS,Rural,Grade 5,EVS,5
21150416101,"Govt. Primary School, Bhalukhaidhipa",Chhendipada,Patakumunda NHS,Rural,Grade 5,English,4
21150416101,"Govt. Primary School, Bhalukhaidhipa",Chhendipada,Patakumunda NHS,Rural,Grade 5,Maths,5
21150416101,"Govt. Primary School, Bhalukhaidhipa",Chhendipada,Patakumunda NHS,Rural,Grade 5,Odia,8
21150416401,"Govt. High School, Patakumunda",Chhendipada,Patakumunda NHS,Rural,Grade 5,EVS,5
21150416401,"Govt. High School, Patakumunda",Chhendipada,Patakumunda NHS,Rural,Grade 5,English,6
21150416401,"Govt. High School, Patakumunda",Chhendipada,Patakumunda NHS,Rural,Grade 5,Maths,5
21150416401,"Govt. High School, Patakumunda",Chhendipada,Patakumunda NHS,Rural,Grade 5,Odia,6
21150416401,"Govt. High School, Patakumunda",Chhendipada,Patakumunda NHS,Rural,Grade 8,English,3
21150416401,"Govt. High School, Patakumunda",Chhendipada,Patakumunda NHS,Rural,Grade 8,Maths,5
21150416401,"Govt. High School, Patakumunda",Chhendipada,Patakumunda NHS,Rural,Grade 8,Odia,5
21150416401,"Govt. High School, Patakumunda",Chhendipada,Patakumunda NHS,Rural,Grade 8,SST,3
21150416401,"Govt. High School, Patakumunda",Chhendipada,Patakumunda NHS,Rural,Grade 8,Science,5
21150416601,"Govt. Upper Primary School, Ramachandrapur",Chhendipada,Patakumunda NHS,Rural,Grade 5,EVS,6
21150416601,"Govt. Upper Primary School, Ramachandrapur",Chhendipada,Patakumunda NHS,Rural,Grade 5,English,3
21150416601,"Govt. Upper Primary School, Ramachandrapur",Chhendipada,Patakumunda NHS,Rural,Grade 5,Maths,6
21150416601,"Govt. Upper Primary School, Ramachandrapur",Chhendipada,Patakumunda NHS,Rural,Grade 5,Odia,9
21150416701,"Govt. Primary School, Sundarpal",Chhendipada,Patakumunda NHS,Rural,Grade 5,EVS,4
21150416701,"Govt. Primary School, Sundarpal",Chhendipada,Patakumunda NHS,Rural,Grade 5,English,7
21150416701,"Govt. Primary School, Sundarpal",Chhendipada,Patakumunda NHS,Rural,Grade 5,Maths,7
21150416701,"Govt. Primary School, Sundarpal",Chhendipada,Patakumunda NHS,Rural,Grade 5,Odia,6
21150416801,"GOVT. SEVASHRAM, TEBUDU",Chhendipada,Patakumunda NHS,Rural,Grade 5,EVS,7
21150416801,"GOVT. SEVASHRAM, TEBUDU",Chhendipada,Patakumunda NHS,Rural,Grade 5,English,5
21150416801,"GOVT. SEVASHRAM, TEBUDU",Chhendipada,Patakumunda NHS,Rural,Grade 5,Maths,4
21150416801,"GOVT. SEVASHRAM, TEBUDU",Chhendipada,Patakumunda NHS,Rural,Grade 5,Odia,5
21150416903,"Govt. Primary School, Tebudu Jungle",Chhendipada,Patakumunda NHS,Rural,Grade 5,EVS,8
21150416903,"Govt. Primary School, Tebudu Jungle",Chhendipada,Patakumunda NHS,Rural,Grade 5,English,5
21150416903,"Govt. Primary School, Tebudu Jungle",Chhendipada,Patakumunda NHS,Rural,Grade 5,Maths,5
21150416903,"Govt. Primary School, Tebudu Jungle",Chhendipada,Patakumunda NHS,Rural,Grade 5,Odia,8
21150417101,"Govt. Primary School, Golagadia",Chhendipada,Kankarei UPS,Rural,Grade 5,EVS,4
21150417101,"Govt. Primary School, Golagadia",Chhendipada,Kankarei UPS,Rural,Grade 5,English,8
21150417101,"Govt. Primary School, Golagadia",Chhendipada,Kankarei UPS,Rural,Grade 5,Maths,7
21150417101,"Govt. Primary School, Golagadia",Chhendipada,Kankarei UPS,Rural,Grade 5,Odia,5
21150417301,Raijharan HS,Chhendipada,Kankarei UPS,Rural,Grade 8,English,6
21150417301,Raijharan HS,Chhendipada,Kankarei UPS,Rural,Grade 8,Maths,5
21150417301,Raijharan HS,Chhendipada,Kankarei UPS,Rural,Grade 8,Odia,5
21150417301,Raijharan HS,Chhendipada,Kankarei UPS,Rural,Grade 8,SST,4
21150417301,Raijharan HS,Chhendipada,Kankarei UPS,Rural,Grade 8,Science,4
21150417302,"Govt. Primary School, Raijharan",Chhendipada,Kankarei UPS,Rural,Grade 5,EVS,6
21150417302,"Govt. Primary School, Raijharan",Chhendipada,Kankarei UPS,Rural,Grade 5,English,6
21150417302,"Govt. Primary School, Raijharan",Chhendipada,Kankarei UPS,Rural,Grade 5,Maths,5
21150417302,"Govt. Primary School, Raijharan",Chhendipada,Kankarei UPS,Rural,Grade 5,Odia,6
21150417304,"Govt. Primary School, Tangarasahi",Chhendipada,Kankarei UPS,Rural,Grade 5,EVS,8
21150417304,"Govt. Primary School, Tangarasahi",Chhendipada,Kankarei UPS,Rural,Grade 5,English,8
21150417304,"Govt. Primary School, Tangarasahi",Chhendipada,Kankarei UPS,Rural,Grade 5,Maths,9
21150417304,"Govt. Primary School, Tangarasahi",Chhendipada,Kankarei UPS,Rural,Grade 5,Odia,6
21150417401,"Govt. Primary School, Chaulput",Chhendipada,KHAMAR NUPS,Rural,Grade 5,EVS,9
21150417401,"Govt. Primary School, Chaulput",Chhendipada,KHAMAR NUPS,Rural,Grade 5,English,9
21150417401,"Govt. Primary School, Chaulput",Chhendipada,KHAMAR NUPS,Rural,Grade 5,Maths,8
21150417401,"Govt. Primary School, Chaulput",Chhendipada,KHAMAR NUPS,Rural,Grade 5,Odia,8
21150417403,"Govt. Primary School, Kanakapada",Chhendipada,Basantapur NUPS,Rural,Grade 5,EVS,9
21150417403,"Govt. Primary School, Kanakapada",Chhendipada,Basantapur NUPS,Rural,Grade 5,English,9
21150417403,"Govt. Primary School, Kanakapada",Chhendipada,Basantapur NUPS,Rural,Grade 5,Maths,8
21150417403,"Govt. Primary School, Kanakapada",Chhendipada,Basantapur NUPS,Rural,Grade 5,Odia,9
21150417405,"Govt. High School, Sapoinali",Chhendipada,Basantapur NUPS,Rural,Grade 5,EVS,9
21150417405,"Govt. High School, Sapoinali",Chhendipada,Basantapur NUPS,Rural,Grade 5,English,8
21150417405,"Govt. High School, Sapoinali",Chhendipada,Basantapur NUPS,Rural,Grade 5,Maths,9
21150417405,"Govt. High School, Sapoinali",Chhendipada,Basantapur NUPS,Rural,Grade 5,Odia,8
21150417405,"Govt. High School, Sapoinali",Chhendipada,Basantapur NUPS,Rural,Grade 8,English,8
21150417405,"Govt. High School, Sapoinali",Chhendipada,Basantapur NUPS,Rural,Grade 8,Maths,7
21150417405,"Govt. High School, Sapoinali",Chhendipada,Basantapur NUPS,Rural,Grade 8,Odia,7
21150417405,"Govt. High School, Sapoinali",Chhendipada,Basantapur NUPS,Rural,Grade 8,SST,7
21150417405,"Govt. High School, Sapoinali",Chhendipada,Basantapur NUPS,Rural,Grade 8,Science,8
21150417503,"Govt. Upper Primary School, Kathapal",Chhendipada,Basantapur NUPS,Rural,Grade 5,EVS,6
21150417503,"Govt. Upper Primary School, Kathapal",Chhendipada,Basantapur NUPS,Rural,Grade 5,English,7
21150417503,"Govt. Upper Primary School, Kathapal",Chhendipada,Basantapur NUPS,Rural,Grade 5,Maths,8
21150417503,"Govt. Upper Primary School, Kathapal",Chhendipada,Basantapur NUPS,Rural,Grade 5,Odia,8
21150417504,"Govt. Primary School, Similipal",Chhendipada,Basantapur NUPS,Rural,Grade 5,EVS,9
21150417504,"Govt. Primary School, Similipal",Chhendipada,Basantapur NUPS,Rural,Grade 5,English,5
21150417504,"Govt. Primary School, Similipal",Chhendipada,Basantapur NUPS,Rural,Grade 5,Maths,7
21150417504,"Govt. Primary School, Similipal",Chhendipada,Basantapur NUPS,Rural,Grade 5,Odia,8
21150417505,Similipal SS,Chhendipada,Basantapur NUPS,Rural,Grade 5,EVS,7
21150417505,Similipal SS,Chhendipada,Basantapur NUPS,Rural,Grade 5,English,6
21150417505,Similipal SS,Chhendipada,Basantapur NUPS,Rural,Grade 5,Maths,8
21150417505,Similipal SS,Chhendipada,Basantapur NUPS,Rural,Grade 5,Odia,8
21150417508,"Govt. Primary School, Chaunriapal",Chhendipada,Basantapur NUPS,Rural,Grade 5,EVS,6
21150417508,"Govt. Primary School, Chaunriapal",Chhendipada,Basantapur NUPS,Rural,Grade 5,English,9
21150417508,"Govt. Primary School, Chaunriapal",Chhendipada,Basantapur NUPS,Rural,Grade 5,Maths,9
21150417508,"Govt. Primary School, Chaunriapal",Chhendipada,Basantapur NUPS,Rural,Grade 5,Odia,9
21150417602,"Govt. Upper Primary School, Baramancha",Chhendipada,Patakumunda NHS,Rural,Grade 5,EVS,7
21150417602,"Govt. Upper Primary School, Baramancha",Chhendipada,Patakumunda NHS,Rural,Grade 5,English,9
21150417602,"Govt. Upper Primary School, Baramancha",Chhendipada,Patakumunda NHS,Rural,Grade 5,Maths,9
21150417602,"Govt. Upper Primary School, Baramancha",Chhendipada,Patakumunda NHS,Rural,Grade 5,Odia,7
21150417602,"Govt. Upper Primary School, Baramancha",Chhendipada,Patakumunda NHS,Rural,Grade 8,English,3
21150417602,"Govt. Upper Primary School, Baramancha",Chhendipada,Patakumunda NHS,Rural,Grade 8,Maths,5
21150417602,"Govt. Upper Primary School, Baramancha",Chhendipada,Patakumunda NHS,Rural,Grade 8,Odia,6
21150417602,"Govt. Upper Primary School, Baramancha",Chhendipada,Patakumunda NHS,Rural,Grade 8,SST,5
21150417602,"Govt. Upper Primary School, Baramancha",Chhendipada,Patakumunda NHS,Rural,Grade 8,Science,4
21150417801,"Govt. Upper Primary School, Nuapada",Chhendipada,Govt UGHS Bahalasahi,Rural,Grade 5,EVS,6
21150417801,"Govt. Upper Primary School, Nuapada",Chhendipada,Govt UGHS Bahalasahi,Rural,Grade 5,English,8
21150417801,"Govt. Upper Primary School, Nuapada",Chhendipada,Govt UGHS Bahalasahi,Rural,Grade 5,Maths,9
21150417801,"Govt. Upper Primary School, Nuapada",Chhendipada,Govt UGHS Bahalasahi,Rural,Grade 5,Odia,7
21150418002,"Govt. Upper Primary School, Purunagarh",Chhendipada,MACHHAKUTA UPS,Rural,Grade 5,EVS,5
21150418002,"Govt. Upper Primary School, Purunagarh",Chhendipada,MACHHAKUTA UPS,Rural,Grade 5,English,6
21150418002,"Govt. Upper Primary School, Purunagarh",Chhendipada,MACHHAKUTA UPS,Rural,Grade 5,Maths,7
21150418002,"Govt. Upper Primary School, Purunagarh",Chhendipada,MACHHAKUTA UPS,Rural,Grade 5,Odia,7
21150418071,BARALA BALUNKESWAR HS,Chhendipada,Patakumunda NHS,Rural,Grade 8,English,6
21150418071,BARALA BALUNKESWAR HS,Chhendipada,Patakumunda NHS,Rural,Grade 8,Maths,9
21150418071,BARALA BALUNKESWAR HS,Chhendipada,Patakumunda NHS,Rural,Grade 8,Odia,5
21150418071,BARALA BALUNKESWAR HS,Chhendipada,Patakumunda NHS,Rural,Grade 8,SST,6
21150418071,BARALA BALUNKESWAR HS,Chhendipada,Patakumunda NHS,Rural,Grade 8,Science,7
21150418201,"Govt. Upper Primary School, Sarapal",Chhendipada,MACHHAKUTA UPS,Rural,Grade 5,EVS,6
21150418201,"Govt. Upper Primary School, Sarapal",Chhendipada,MACHHAKUTA UPS,Rural,Grade 5,English,4
21150418201,"Govt. Upper Primary School, Sarapal",Chhendipada,MACHHAKUTA UPS,Rural,Grade 5,Maths,8
21150418201,"Govt. Upper Primary School, Sarapal",Chhendipada,MACHHAKUTA UPS,Rural,Grade 5,Odia,8
21150418302,"Govt. Primary School, Tangiri",Chhendipada,Patakumunda NHS,Rural,Grade 5,EVS,4
21150418302,"Govt. Primary School, Tangiri",Chhendipada,Patakumunda NHS,Rural,Grade 5,English,5
21150418302,"Govt. Primary School, Tangiri",Chhendipada,Patakumunda NHS,Rural,Grade 5,Maths,3
21150418302,"Govt. Primary School, Tangiri",Chhendipada,Patakumunda NHS,Rural,Grade 5,Odia,7
21150418303,"Govt. Upper Primary School, Tangiri",Chhendipada,Patakumunda NHS,Rural,Grade 8,English,7
21150418303,"Govt. Upper Primary School, Tangiri",Chhendipada,Patakumunda NHS,Rural,Grade 8,Maths,6
21150418303,"Govt. Upper Primary School, Tangiri",Chhendipada,Patakumunda NHS,Rural,Grade 8,Odia,7
21150418303,"Govt. Upper Primary School, Tangiri",Chhendipada,Patakumunda NHS,Rural,Grade 8,SST,4
21150418303,"Govt. Upper Primary School, Tangiri",Chhendipada,Patakumunda NHS,Rural,Grade 8,Science,5
21150418401,"Govt. Upper Primary School, Handigoda",Chhendipada,Kukurpeta,Rural,Grade 5,EVS,7
21150418401,"Govt. Upper Primary School, Handigoda",Chhendipada,Kukurpeta,Rural,Grade 5,English,6
21150418401,"Govt. Upper Primary School, Handigoda",Chhendipada,Kukurpeta,Rural,Grade 5,Maths,8
21150418401,"Govt. Upper Primary School, Handigoda",Chhendipada,Kukurpeta,Rural,Grade 5,Odia,8
21150418402,"Govt. Primary School, Jamunali",Chhendipada,Kukurpeta,Rural,Grade 5,EVS,6
21150418402,"Govt. Primary School, Jamunali",Chhendipada,Kukurpeta,Rural,Grade 5,English,8
21150418402,"Govt. Primary School, Jamunali",Chhendipada,Kukurpeta,Rural,Grade 5,Maths,5
21150418402,"Govt. Primary School, Jamunali",Chhendipada,Kukurpeta,Rural,Grade 5,Odia,7
21150418501,"Kanak Durga Govt. Upper Primary School, Tentuloi",Chhendipada,Kukurpeta,Rural,Grade 5,EVS,7
21150418501,"Kanak Durga Govt. Upper Primary School, Tentuloi",Chhendipada,Kukurpeta,Rural,Grade 5,English,8
21150418501,"Kanak Durga Govt. Upper Primary School, Tentuloi",Chhendipada,Kukurpeta,Rural,Grade 5,Maths,7
21150418501,"Kanak Durga Govt. Upper Primary School, Tentuloi",Chhendipada,Kukurpeta,Rural,Grade 5,Odia,8
21150418502,Tentuloi Kodasahi GP HS,Chhendipada,Kukurpeta,Rural,Grade 8,English,9
21150418502,Tentuloi Kodasahi GP HS,Chhendipada,Kukurpeta,Rural,Grade 8,Maths,8
21150418502,Tentuloi Kodasahi GP HS,Chhendipada,Kukurpeta,Rural,Grade 8,Odia,7
21150418502,Tentuloi Kodasahi GP HS,Chhendipada,Kukurpeta,Rural,Grade 8,SST,9
21150418502,Tentuloi Kodasahi GP HS,Chhendipada,Kukurpeta,Rural,Grade 8,Science,9
21150418701,"Govt. Upper Primary School, Tentuloi Kodasahi",Chhendipada,Kukurpeta,Rural,Grade 5,EVS,8
21150418701,"Govt. Upper Primary School, Tentuloi Kodasahi",Chhendipada,Kukurpeta,Rural,Grade 5,English,6
21150418701,"Govt. Upper Primary School, Tentuloi Kodasahi",Chhendipada,Kukurpeta,Rural,Grade 5,Maths,9
21150418701,"Govt. Upper Primary School, Tentuloi Kodasahi",Chhendipada,Kukurpeta,Rural,Grade 5,Odia,9
21150418801,"Govt. Primary School, Odakapa",Chhendipada,OGI UGHS,Rural,Grade 5,EVS,5
21150418801,"Govt. Primary School, Odakapa",Chhendipada,OGI UGHS,Rural,Grade 5,English,5
21150418801,"Govt. Primary School, Odakapa",Chhendipada,OGI UGHS,Rural,Grade 5,Maths,5
21150418801,"Govt. Primary School, Odakapa",Chhendipada,OGI UGHS,Rural,Grade 5,Odia,7
21150418901,"Govt. Upper Primary School, Sadanandapur",Chhendipada,OGI UGHS,Rural,Grade 5,EVS,7
21150418901,"Govt. Upper Primary School, Sadanandapur",Chhendipada,OGI UGHS,Rural,Grade 5,English,7
21150418901,"Govt. Upper Primary School, Sadanandapur",Chhendipada,OGI UGHS,Rural,Grade 5,Maths,5
21150418901,"Govt. Upper Primary School, Sadanandapur",Chhendipada,OGI UGHS,Rural,Grade 5,Odia,7
21150418901,"Govt. Upper Primary School, Sadanandapur",Chhendipada,OGI UGHS,Rural,Grade 8,English,8
21150418901,"Govt. Upper Primary School, Sadanandapur",Chhendipada,OGI UGHS,Rural,Grade 8,Maths,8
21150418901,"Govt. Upper Primary School, Sadanandapur",Chhendipada,OGI UGHS,Rural,Grade 8,Odia,9
21150418901,"Govt. Upper Primary School, Sadanandapur",Chhendipada,OGI UGHS,Rural,Grade 8,SST,9
21150418901,"Govt. Upper Primary School, Sadanandapur",Chhendipada,OGI UGHS,Rural,Grade 8,Science,7
21150419001,"Govt. Upper Primary School, Suranga Mundasahi",Chhendipada,OGI UGHS,Rural,Grade 5,EVS,4
21150419001,"Govt. Upper Primary School, Suranga Mundasahi",Chhendipada,OGI UGHS,Rural,Grade 5,English,7
21150419001,"Govt. Upper Primary School, Suranga Mundasahi",Chhendipada,OGI UGHS,Rural,Grade 5,Maths,9
21150419001,"Govt. Upper Primary School, Suranga Mundasahi",Chhendipada,OGI UGHS,Rural,Grade 5,Odia,7
21150419001,"Govt. Upper Primary School, Suranga Mundasahi",Chhendipada,OGI UGHS,Rural,Grade 8,English,5
21150419001,"Govt. Upper Primary School, Suranga Mundasahi",Chhendipada,OGI UGHS,Rural,Grade 8,Maths,7
21150419001,"Govt. Upper Primary School, Suranga Mundasahi",Chhendipada,OGI UGHS,Rural,Grade 8,Odia,6
21150419001,"Govt. Upper Primary School, Suranga Mundasahi",Chhendipada,OGI UGHS,Rural,Grade 8,SST,8
21150419001,"Govt. Upper Primary School, Suranga Mundasahi",Chhendipada,OGI UGHS,Rural,Grade 8,Science,5
21150419002,TUKUDA HIGH SCHOOL,Chhendipada,OGI UGHS,Rural,Grade 8,English,3
21150419002,TUKUDA HIGH SCHOOL,Chhendipada,OGI UGHS,Rural,Grade 8,Maths,5
21150419002,TUKUDA HIGH SCHOOL,Chhendipada,OGI UGHS,Rural,Grade 8,Odia,5
21150419002,TUKUDA HIGH SCHOOL,Chhendipada,OGI UGHS,Rural,Grade 8,SST,4
21150419002,TUKUDA HIGH SCHOOL,Chhendipada,OGI UGHS,Rural,Grade 8,Science,6
21150419004,"Govt. Upper Primary School, Tukuda Panapada",Chhendipada,DURGAPUR NUPS,Rural,Grade 5,EVS,6
21150419004,"Govt. Upper Primary School, Tukuda Panapada",Chhendipada,DURGAPUR NUPS,Rural,Grade 5,English,4
21150419004,"Govt. Upper Primary School, Tukuda Panapada",Chhendipada,DURGAPUR NUPS,Rural,Grade 5,Maths,5
21150419004,"Govt. Upper Primary School, Tukuda Panapada",Chhendipada,DURGAPUR NUPS,Rural,Grade 5,Odia,7
21150419005,"Govt. Upper Primary School, Tukuda",Chhendipada,DURGAPUR NUPS,Rural,Grade 5,EVS,5
21150419005,"Govt. Upper Primary School, Tukuda",Chhendipada,DURGAPUR NUPS,Rural,Grade 5,English,6
21150419005,"Govt. Upper Primary School, Tukuda",Chhendipada,DURGAPUR NUPS,Rural,Grade 5,Maths,5
21150419005,"Govt. Upper Primary School, Tukuda",Chhendipada,DURGAPUR NUPS,Rural,Grade 5,Odia,8
21150419006,"Govt. Primary School, Deulakhaman",Chhendipada,OGI UGHS,Rural,Grade 5,EVS,4
21150419006,"Govt. Primary School, Deulakhaman",Chhendipada,OGI UGHS,Rural,Grade 5,English,4
21150419006,"Govt. Primary School, Deulakhaman",Chhendipada,OGI UGHS,Rural,Grade 5,Maths,5
21150419006,"Govt. Primary School, Deulakhaman",Chhendipada,OGI UGHS,Rural,Grade 5,Odia,6
21150419007,"Govt. Primary School, Tukuda Godarasahi",Chhendipada,DURGAPUR NUPS,Rural,Grade 5,EVS,4
21150419007,"Govt. Primary School, Tukuda Godarasahi",Chhendipada,DURGAPUR NUPS,Rural,Grade 5,English,5
21150419007,"Govt. Primary School, Tukuda Godarasahi",Chhendipada,DURGAPUR NUPS,Rural,Grade 5,Maths,8
21150419007,"Govt. Primary School, Tukuda Godarasahi",Chhendipada,DURGAPUR NUPS,Rural,Grade 5,Odia,5
21150419101,"Govt. Primary School, Katada Kodasahi",Chhendipada,Jereng Dehuri Sahi UGHS,Rural,Grade 5,EVS,5
21150419101,"Govt. Primary School, Katada Kodasahi",Chhendipada,Jereng Dehuri Sahi UGHS,Rural,Grade 5,English,2
21150419101,"Govt. Primary School, Katada Kodasahi",Chhendipada,Jereng Dehuri Sahi UGHS,Rural,Grade 5,Maths,4
21150419101,"Govt. Primary School, Katada Kodasahi",Chhendipada,Jereng Dehuri Sahi UGHS,Rural,Grade 5,Odia,4
21150419103,"Govt. Primary School, Bhabagrahipur",Chhendipada,Jereng Dehuri Sahi UGHS,Rural,Grade 5,EVS,5
21150419103,"Govt. Primary School, Bhabagrahipur",Chhendipada,Jereng Dehuri Sahi UGHS,Rural,Grade 5,English,7
21150419103,"Govt. Primary School, Bhabagrahipur",Chhendipada,Jereng Dehuri Sahi UGHS,Rural,Grade 5,Maths,8
21150419103,"Govt. Primary School, Bhabagrahipur",Chhendipada,Jereng Dehuri Sahi UGHS,Rural,Grade 5,Odia,5
21150500101,"ARKIL HIGH SCHOOL,ARKIL",Kaniha,GOVT UPS ARKIL,Rural,Grade 8,English,6
21150500101,"ARKIL HIGH SCHOOL,ARKIL",Kaniha,GOVT UPS ARKIL,Rural,Grade 8,Maths,9
21150500101,"ARKIL HIGH SCHOOL,ARKIL",Kaniha,GOVT UPS ARKIL,Rural,Grade 8,Odia,8
21150500101,"ARKIL HIGH SCHOOL,ARKIL",Kaniha,GOVT UPS ARKIL,Rural,Grade 8,SST,6
21150500101,"ARKIL HIGH SCHOOL,ARKIL",Kaniha,GOVT UPS ARKIL,Rural,Grade 8,Science,7
21150500102,GOVT UPS ARKIL,Kaniha,GOVT UPS ARKIL,Rural,Grade 5,EVS,8
21150500102,GOVT UPS ARKIL,Kaniha,GOVT UPS ARKIL,Rural,Grade 5,English,7
21150500102,GOVT UPS ARKIL,Kaniha,GOVT UPS ARKIL,Rural,Grade 5,Maths,8
21150500102,GOVT UPS ARKIL,Kaniha,GOVT UPS ARKIL,Rural,Grade 5,Odia,8
21150500103,GOVT PS BEHERABHUIN,Kaniha,GOVT UPS ARKIL,Rural,Grade 5,EVS,7
21150500103,GOVT PS BEHERABHUIN,Kaniha,GOVT UPS ARKIL,Rural,Grade 5,English,7
21150500103,GOVT PS BEHERABHUIN,Kaniha,GOVT UPS ARKIL,Rural,Grade 5,Maths,8
21150500103,GOVT PS BEHERABHUIN,Kaniha,GOVT UPS ARKIL,Rural,Grade 5,Odia,9
